order_id,order_date,ship_date,delivery_date,region,warehouse,product_category,unit_price,quantity,order_status,delay_reason,carrier
ORD-7f63f9a1,2024-07-23,2024-07-24,2024-07-29,Central,WH-D,Home,56.84,1,Delivered,,Carrier D
ORD-0374d9aa,2024-08-29,2024-08-31,2024-09-08,Central,WH-B,Home,68.47,2,Delivered,,Carrier C
ORD-38e9b48a,2024-10-26,2024-10-30,2024-11-08,South,WH-D,Home,96.51,1,Delivered,Inventory Shortage,Carrier D
ORD-6cde73b7,2024-11-14,2024-11-15,2024-11-22,East,WH-D,Accessories,41.99,1,Shipped,,Carrier B
ORD-14e5d20c,2024-11-27,2024-11-30,2024-12-03,East,WH-D,Home,72.05,1,Delivered,,Carrier A
ORD-f0c2b15a,2024-01-04,2024-01-04,,South,WH-B,Accessories,75.83,4,Shipped,,Carrier A
ORD-96fbbb21,2024-01-30,2024-01-31,2024-02-07,West,WH-B,Office,95.73,2,Shipped,,Carrier C
ORD-ac84e21b,2024-03-23,2024-03-23,,North,WH-D,Office,61.51,3,Backorder,,Carrier B
ORD-6ff7085d,2024-03-28,2024-03-31,2024-04-02,South,WH-C,Apparel,96.46,2,Delivered,,Carrier D
ORD-61eda63a,2024-11-03,2024-11-04,,North,WH-D,Accessories,18.5,1,Backorder,,Carrier D
ORD-1232b5b2,2024-07-18,2024-07-21,2024-07-22,Central,WH-D,Accessories,74.2,3,Delivered,,Carrier A
ORD-395eb6b2,2024-09-28,2024-09-28,,East,WH-A,Electronics,56.53,2,Backorder,,Carrier B
ORD-0e9b32ce,2024-11-13,2024-11-16,2024-11-21,East,WH-B,Accessories,119.77,4,Delivered,,Carrier A
ORD-29074dea,2024-12-05,2024-12-06,2024-12-08,West,WH-C,Office,36.06,1,Delivered,,Carrier A
ORD-89d6e55f,2024-03-16,2024-03-18,2024-03-27,East,WH-B,Accessories,136.82,1,Delivered,Inventory Shortage,Carrier D
ORD-4abdfd76,2024-05-24,2024-05-24,2024-06-02,West,WH-B,Home,45.48,4,Delivered,,Carrier A
ORD-751f358d,2024-06-04,2024-06-05,2024-06-09,East,WH-D,Electronics,15.08,2,Delivered,,Carrier A
ORD-03553a9e,2024-10-27,2024-10-30,,South,WH-C,Home,125.84,2,Backorder,,Carrier C
ORD-df270481,2024-02-09,2024-02-10,2024-02-12,South,WH-D,Home,48.91,1,Delivered,,Carrier D
ORD-c7aedfde,2024-08-06,2024-08-07,2024-08-09,West,WH-C,Electronics,61.81,1,Delivered,,Carrier C
ORD-dec67e64,2024-10-23,2024-10-23,2024-10-26,North,WH-A,Home,38.41,4,Delivered,,Carrier A
ORD-5d48555d,2024-12-19,2024-12-19,2024-12-20,South,WH-B,Accessories,105.45,1,Delivered,,Carrier B
ORD-d0d445cd,2024-01-21,2024-01-22,2024-01-30,East,WH-D,Office,15.06,1,Delivered,,Carrier B
ORD-ca534571,2024-07-01,2024-07-04,,South,WH-B,Office,71.06,1,Backorder,,Carrier D
ORD-e1e08cf3,2024-10-30,2024-10-31,2024-11-09,Central,WH-B,Office,5.31,2,Delivered,,Carrier D
ORD-fdbf6577,2024-11-02,2024-11-02,2024-11-09,South,WH-B,Home,105.01,1,Delivered,,Carrier A
ORD-575a2bed,2024-11-03,2024-11-05,2024-11-10,Central,WH-B,Home,95.17,1,Delivered,,Carrier C
ORD-15f0a699,2024-12-01,2024-12-03,2024-12-05,North,WH-C,Office,153.2,1,Delivered,,Carrier C
ORD-86aca81c,2024-03-11,2024-03-12,2024-03-17,Central,WH-D,Accessories,84.48,1,Delivered,,Carrier A
ORD-16a4d138,2024-11-28,2024-11-29,2024-12-08,West,WH-B,Home,76.04,4,Delivered,,Carrier A
ORD-e3dc98e2,2024-12-08,2024-12-10,2024-12-11,East,WH-A,Apparel,119.03,4,Delivered,,Carrier C
ORD-38ec2683,2024-02-01,2024-02-01,2024-02-06,East,WH-B,Accessories,65.96,4,Delivered,,Carrier D
ORD-3c9e4767,2024-03-01,2024-03-02,,South,WH-D,Office,28.97,4,Delivered,,Carrier B
ORD-b4117d03,2024-09-27,2024-10-01,2024-10-07,Central,WH-B,Accessories,77.36,2,Delivered,,Carrier B
ORD-66785aef,2024-01-17,2024-01-20,2024-01-26,South,WH-B,Home,139.83,3,Delivered,,Carrier D
ORD-9436501e,2024-05-05,2024-05-05,2024-05-07,East,WH-A,Office,107.52,1,Delivered,,Carrier B
ORD-851390ed,2024-06-12,2024-06-13,2024-06-16,West,WH-D,Office,145.63,3,Delivered,,Carrier D
ORD-2d98dfd9,2024-07-14,2024-07-15,2024-07-19,West,WH-D,Apparel,76.72,4,Delivered,,Carrier A
ORD-bf913733,2024-08-02,2024-08-03,2024-08-10,South,WH-C,Electronics,123.63,3,Delivered,,Carrier C
ORD-fc92a40c,2024-08-06,2024-08-08,2024-08-12,East,WH-B,Office,81.24,4,Delivered,,Carrier D
ORD-13603bc5,2024-12-04,2024-12-07,2024-12-14,North,WH-A,Home,62.75,2,Delivered,,Carrier C
ORD-af1cfefe,2024-03-14,2024-03-14,2024-03-18,North,WH-D,Accessories,79.78,3,Delivered,,Carrier B
ORD-0cbdf379,2024-07-18,2024-07-19,2024-07-24,North,WH-B,Home,127.14,1,Shipped,,Carrier A
ORD-af56f408,2024-06-24,2024-06-25,2024-07-03,East,WH-A,Office,77.51,1,Delivered,,Carrier A
ORD-193d4ef6,2024-08-12,2024-08-13,2024-08-17,South,WH-B,Accessories,72.89,1,Delivered,,Carrier C
ORD-c439d29c,2024-11-08,2024-11-09,2024-11-16,Central,WH-D,Apparel,99.72,1,Cancelled,,Carrier B
ORD-e18d09e7,2024-05-01,2024-05-04,,South,WH-A,Accessories,77.7,4,Backorder,,Carrier C
ORD-868dfce5,2024-08-23,2024-08-25,2024-09-03,Central,WH-B,Home,110.38,2,Delivered,Weather,Carrier C
ORD-c2bd4ffb,2024-09-09,2024-09-11,2024-09-17,Central,WH-A,Apparel,68.33,2,Delivered,,Carrier D
ORD-1d1bfce6,2024-10-14,2024-10-15,2024-10-23,East,WH-B,Apparel,83.15,1,Shipped,,Carrier B
ORD-84f90d63,2024-10-23,2024-10-25,2024-10-26,East,WH-B,Office,86.69,4,Delivered,,Carrier D
ORD-ea269681,2024-04-26,2024-04-26,2024-04-29,East,WH-D,Office,90.49,4,Delivered,,Carrier D
ORD-9e074e46,2024-06-21,2024-06-23,2024-06-25,North,WH-D,Accessories,55.6,4,Delivered,,Carrier C
ORD-d93ddcbc,2024-07-06,2024-07-08,2024-07-11,East,WH-D,Office,57.34,3,Delivered,,Carrier C
ORD-d1d60900,2024-09-11,2024-09-12,2024-09-19,North,WH-D,Home,35.19,2,Delivered,,Carrier A
ORD-86368b5f,2024-11-08,2024-11-08,,West,WH-B,Office,80.18,3,Backorder,,Carrier B
ORD-f0652964,2024-12-04,2024-12-08,2024-12-16,East,WH-C,Home,70.29,1,Delivered,Inventory Shortage,Carrier D
ORD-92f0aa17,2024-12-12,2024-12-13,,North,WH-A,Electronics,36.26,1,Backorder,,Carrier D
ORD-e4a586f6,2024-02-17,2024-02-17,2024-02-26,South,WH-D,Office,99.93,3,Delivered,,Carrier A
ORD-9cf9a822,2024-04-01,2024-04-02,2024-04-08,West,WH-B,Apparel,56.18,1,Shipped,,Carrier C
ORD-eb56113a,2024-06-29,2024-07-02,2024-07-11,East,WH-A,Home,116.02,2,Delivered,Weather,Carrier A
ORD-946b2e26,2024-08-12,2024-08-14,2024-08-20,South,WH-A,Office,71.98,3,Delivered,,Carrier C
ORD-d3d7e7dd,2024-12-05,2024-12-07,2024-12-11,South,WH-D,Electronics,9.32,1,Delivered,,Carrier A
ORD-c137ab1c,2024-01-23,2024-01-24,2024-01-30,West,WH-A,Apparel,1.45,1,Delivered,,Carrier B
ORD-97273a0c,2024-03-13,2024-03-15,2024-03-21,West,WH-A,Electronics,81.9,1,Delivered,,Carrier C
ORD-353d4b74,2024-07-16,2024-07-17,,West,WH-B,Office,58.73,3,Backorder,,Carrier A
ORD-7df70539,2024-08-16,2024-08-17,2024-08-19,North,WH-A,Electronics,77.17,1,Delivered,,Carrier C
ORD-8341b9aa,2024-08-25,2024-08-26,2024-08-29,East,WH-B,Office,36.32,2,Delivered,,Carrier B
ORD-30b0673d,2024-08-26,2024-08-27,2024-09-02,South,WH-A,Accessories,85.41,1,Delivered,,Carrier A
ORD-18a11820,2024-11-19,2024-11-21,2024-11-26,South,WH-D,Home,86.29,3,Delivered,,Carrier B
ORD-75c16a04,2024-01-17,2024-01-17,2024-01-24,South,WH-D,Accessories,87.05,3,Delivered,,Carrier D
ORD-b85bd838,2024-03-30,2024-03-30,,North,WH-A,Apparel,124.89,1,Backorder,,Carrier A
ORD-206d2377,2024-04-13,2024-04-17,2024-04-24,West,WH-C,Office,94.79,1,Delivered,Weather,Carrier B
ORD-e986f0d1,2024-04-22,2024-04-26,2024-04-27,North,WH-B,Accessories,133.22,1,Delivered,,Carrier C
ORD-055a7fb3,2024-04-23,2024-04-24,2024-04-25,North,WH-C,Apparel,132.84,4,Delivered,,Carrier B
ORD-ef06b20d,2024-05-19,2024-05-20,2024-05-22,East,WH-A,Apparel,65.08,3,Delivered,,Carrier D
ORD-31337925,2024-07-11,2024-07-15,2024-07-19,South,WH-D,Accessories,153.93,1,Delivered,,Carrier A
ORD-3b86bf48,2024-08-10,2024-08-13,2024-08-18,North,WH-C,Home,40.35,3,Delivered,,Carrier B
ORD-fe3db0a2,2024-09-14,2024-09-14,,Central,WH-D,Home,116.82,1,Delivered,,Carrier B
ORD-1f62d94d,2024-02-03,2024-02-06,2024-02-11,North,WH-A,Accessories,80.3,4,Delivered,,Carrier A
ORD-07fe252e,2024-02-28,2024-03-02,2024-03-07,South,WH-A,Electronics,149.16,4,Delivered,,Carrier D
ORD-3378ad42,2024-04-12,2024-04-12,2024-04-15,Central,WH-D,Office,178.57,1,Delivered,,Carrier D
ORD-3c700dbe,2024-07-12,2024-07-13,2024-07-19,Central,WH-B,Home,93.07,2,Delivered,,Carrier A
ORD-748f1150,2024-08-12,2024-08-12,2024-08-17,Central,WH-B,Apparel,125.99,4,Delivered,,Carrier C
ORD-22848c01,2024-10-09,2024-10-09,2024-10-15,North,WH-C,Office,91.86,3,Delivered,,Carrier B
ORD-7a55b679,2024-02-06,2024-02-07,2024-02-15,North,WH-D,Electronics,14.75,2,Delivered,,Carrier D
ORD-38abe384,2024-08-03,2024-08-06,2024-08-10,North,WH-C,Apparel,63.86,1,Delivered,,Carrier A
ORD-3a9ab74b,2024-08-13,2024-08-13,2024-08-22,South,WH-A,Apparel,52.29,1,Delivered,,Carrier D
ORD-039c5b9c,2024-01-17,2024-01-17,2024-01-23,Central,WH-C,Apparel,87.85,4,Shipped,,Carrier C
ORD-4fa08fee,2024-02-27,2024-03-01,2024-03-08,East,WH-A,Electronics,78.68,2,Delivered,,Carrier C
ORD-7f8380b6,2024-03-16,2024-03-17,,East,WH-A,Home,162.44,3,Backorder,,Carrier A
ORD-a0b0387e,2024-04-22,2024-04-23,2024-04-30,Central,WH-C,Electronics,78.64,1,Delivered,,Carrier D
ORD-8d57407f,2024-12-13,2024-12-14,,South,WH-C,Apparel,16.21,2,Backorder,,Carrier C
ORD-85f5a46e,2024-01-23,2024-01-24,2024-01-25,Central,WH-A,Apparel,86.88,1,Delivered,,Carrier A
ORD-a0b7b707,2024-02-16,2024-02-18,2024-02-23,North,WH-B,Electronics,116.74,1,Delivered,,Carrier D
ORD-24f4601a,2024-04-17,2024-04-17,2024-04-19,South,WH-B,Electronics,114.74,1,Delivered,,Carrier D
ORD-cd1d6fa7,2024-05-03,2024-05-04,2024-05-05,South,WH-D,Home,1.77,3,Delivered,,Carrier C
ORD-483c0db3,2024-05-08,2024-05-09,,Central,WH-C,Electronics,156.47,2,Backorder,,Carrier A
ORD-5db66d02,2024-05-16,2024-05-18,2024-05-24,Central,WH-A,Office,98.98,1,Delivered,,Carrier A
ORD-c76bbc63,2024-05-24,2024-05-26,2024-05-29,East,WH-C,Home,34.26,3,Cancelled,,Carrier A
ORD-2da4f8f3,2024-06-03,2024-06-04,2024-06-08,North,WH-C,Apparel,101.67,1,Delivered,,Carrier C
ORD-ee98ae6f,2024-06-12,2024-06-12,2024-06-14,East,WH-B,Office,127.21,3,Delivered,,Carrier C
ORD-822a262f,2024-08-13,2024-08-13,2024-08-18,West,WH-B,Accessories,125.77,2,Delivered,,Carrier B
ORD-1ebc1cec,2024-08-25,2024-08-28,,West,WH-A,Apparel,157.78,1,Delivered,,Carrier C
ORD-8ff6131a,2024-09-19,2024-09-20,2024-09-24,North,WH-C,Electronics,66.18,1,Delivered,,Carrier D
ORD-ace0523b,2024-02-03,2024-02-06,,East,WH-A,Apparel,85.41,1,Backorder,,Carrier B
ORD-16ff1d78,2024-03-13,2024-03-15,2024-03-24,North,WH-B,Home,48.93,2,Delivered,Carrier Delay,Carrier A
ORD-1d88ea16,2024-05-18,2024-05-18,2024-05-27,Central,WH-D,Home,26.6,1,Shipped,,Carrier D
ORD-57144133,2024-05-29,2024-05-29,2024-06-02,North,WH-A,Accessories,36.39,1,Shipped,,Carrier B
ORD-93ed0b4f,2024-06-11,2024-06-11,2024-06-18,West,WH-A,Accessories,37.19,4,Delivered,,Carrier A
ORD-24f7dd42,2024-06-14,2024-06-14,,South,WH-B,Home,148.76,1,Delivered,,Carrier C
ORD-e08e794e,2024-06-25,2024-06-26,,West,WH-C,Home,73.88,1,Backorder,,Carrier D
ORD-0816af7e,2024-07-14,2024-07-18,2024-07-27,North,WH-B,Apparel,50.01,1,Delivered,Carrier Delay,Carrier B
ORD-36a2f920,2024-07-26,2024-07-27,2024-07-30,West,WH-D,Home,63.61,1,Delivered,,Carrier D
ORD-26d49b5f,2024-08-01,2024-08-04,2024-08-07,East,WH-B,Office,70.37,1,Delivered,,Carrier C
ORD-7014e676,2024-08-08,2024-08-08,2024-08-14,North,WH-A,Apparel,88.38,1,Delivered,,Carrier C
ORD-52f4c5f3,2024-09-14,2024-09-15,,Central,WH-A,Apparel,40.62,2,Backorder,,Carrier C
ORD-ba6352a3,2024-09-28,2024-09-30,2024-10-02,South,WH-C,Office,72.12,1,Delivered,,Carrier A
ORD-602c3f89,2024-10-25,2024-10-28,2024-10-29,East,WH-B,Electronics,55.57,1,Delivered,,Carrier D
ORD-7b34f9f3,2024-12-06,2024-12-07,,Central,WH-B,Electronics,50.67,3,Backorder,,Carrier D
ORD-0fc7a03e,2024-02-16,2024-02-17,2024-02-26,South,WH-A,Electronics,53.21,1,Delivered,,Carrier A
ORD-9857299b,2024-02-18,2024-02-22,,South,WH-B,Apparel,41.08,1,Backorder,,Carrier D
ORD-da166273,2024-05-25,2024-05-26,2024-06-02,North,WH-C,Electronics,159.47,1,Delivered,,Carrier A
ORD-de8f39f3,2024-07-23,2024-07-25,2024-08-01,South,WH-D,Apparel,60.39,1,Shipped,,Carrier A
ORD-e6eaa8ee,2024-07-28,2024-07-30,2024-08-05,East,WH-A,Electronics,37.4,2,Shipped,,Carrier D
ORD-e16caaad,2024-11-29,2024-12-01,2024-12-03,Central,WH-D,Office,90.36,1,Delivered,,Carrier D
ORD-5859c3d7,2024-04-30,2024-05-02,2024-05-03,West,WH-B,Home,101.1,1,Delivered,,Carrier B
ORD-9d6b4707,2024-05-04,2024-05-06,2024-05-14,East,WH-C,Office,107.56,4,Shipped,,Carrier B
ORD-ade37e73,2024-05-24,2024-05-27,2024-06-03,Central,WH-B,Home,59.26,1,Delivered,,Carrier D
ORD-35138485,2024-08-30,2024-09-01,2024-09-08,Central,WH-D,Electronics,67.06,3,Delivered,,Carrier A
ORD-1d48448f,2024-11-21,2024-11-23,2024-11-26,South,WH-D,Apparel,33.66,1,Delivered,,Carrier B
ORD-7865a205,2024-12-03,2024-12-04,2024-12-05,Central,WH-A,Office,9.15,2,Delivered,,Carrier C
ORD-06d8af5f,2024-12-17,2024-12-18,2024-12-22,West,WH-C,Accessories,54.32,1,Delivered,,Carrier C
ORD-82059746,2024-01-15,2024-01-15,2024-01-17,South,WH-A,Home,62.04,1,Delivered,,Carrier B
ORD-40187a92,2024-02-24,2024-02-29,,East,WH-A,Office,80.35,1,Delivered,,Carrier C
ORD-dc085a48,2024-04-21,2024-04-21,2024-04-24,South,WH-B,Electronics,68.24,1,Delivered,,Carrier B
ORD-cbc1e7c6,2024-05-19,2024-05-21,2024-05-26,East,WH-A,Apparel,90.83,1,Delivered,,Carrier D
ORD-4854294c,2024-06-25,2024-06-27,2024-06-28,South,WH-B,Apparel,75.08,2,Delivered,,Carrier C
ORD-a0ff0170,2024-09-16,2024-09-19,,East,WH-A,Home,103.53,2,Backorder,,Carrier B
ORD-69467965,2024-09-18,2024-09-18,2024-09-24,South,WH-D,Accessories,90.95,1,Delivered,,Carrier C
ORD-9fb89760,2024-10-06,2024-10-08,2024-10-13,North,WH-A,Electronics,28.49,2,Delivered,,Carrier B
ORD-32995093,2024-12-19,2024-12-19,2024-12-26,North,WH-D,Electronics,84.89,1,Delivered,,Carrier C
ORD-d3145c76,2024-05-04,2024-05-04,2024-05-09,South,WH-B,Home,57.83,3,Shipped,,Carrier B
ORD-67cd48eb,2024-06-16,2024-06-16,2024-06-18,East,WH-A,Electronics,51.07,1,Shipped,,Carrier B
ORD-064833fa,2024-07-31,2024-07-31,2024-08-01,South,WH-A,Accessories,106.51,3,Delivered,,Carrier C
ORD-cdaade42,2024-08-07,2024-08-09,2024-08-12,East,WH-D,Accessories,98.99,3,Shipped,,Carrier A
ORD-9fceb484,2024-09-12,2024-09-12,2024-09-18,East,WH-B,Apparel,138.69,3,Delivered,,Carrier D
ORD-d4876da4,2024-10-27,2024-10-28,,West,WH-C,Apparel,85.55,2,Backorder,,Carrier C
ORD-b2ec1b5b,2024-11-13,2024-11-14,2024-11-21,Central,WH-B,Office,36.55,4,Delivered,,Carrier C
ORD-baee1763,2024-12-02,2024-12-04,,East,WH-B,Apparel,97.48,1,Delivered,,Carrier A
ORD-aaa86a31,2024-12-30,2024-12-31,2025-01-05,Central,WH-D,Accessories,84.41,1,Shipped,,Carrier A
ORD-f477ff5e,2024-01-02,2024-01-05,2024-01-10,East,WH-B,Accessories,32.68,1,Delivered,,Carrier A
ORD-ec134e1a,2024-01-25,2024-01-28,2024-02-02,South,WH-C,Electronics,69.89,1,Shipped,,Carrier B
ORD-4040a6f9,2024-02-08,2024-02-09,2024-02-13,East,WH-B,Electronics,56.25,1,Delivered,,Carrier C
ORD-9278e02f,2024-03-03,2024-03-06,2024-03-07,East,WH-B,Apparel,124.33,4,Delivered,,Carrier A
ORD-0d2e0104,2024-03-11,2024-03-12,2024-03-15,North,WH-A,Electronics,183.35,1,Delivered,,Carrier D
ORD-d7f915a8,2024-07-21,2024-07-23,2024-07-24,West,WH-B,Office,129.95,1,Delivered,,Carrier D
ORD-502cf233,2024-09-13,2024-09-15,2024-09-16,East,WH-D,Electronics,31.82,1,Cancelled,,Carrier D
ORD-b21283fe,2024-11-21,2024-11-22,,Central,WH-B,Apparel,42.81,2,Backorder,,Carrier D
ORD-d0e534ae,2024-02-23,2024-02-24,2024-02-28,North,WH-C,Electronics,110.26,4,Delivered,,Carrier C
ORD-ee65bf57,2024-04-04,2024-04-07,2024-04-13,North,WH-A,Home,3.44,1,Delivered,,Carrier B
ORD-159e78ce,2024-04-10,2024-04-11,2024-04-12,South,WH-A,Accessories,61.3,3,Cancelled,,Carrier A
ORD-62a347e5,2024-05-26,2024-05-28,2024-06-01,Central,WH-D,Electronics,66.81,1,Delivered,,Carrier D
ORD-e9c13b84,2024-07-18,2024-07-20,2024-07-28,South,WH-D,Apparel,64.87,3,Shipped,,Carrier A
ORD-1f52a93b,2024-10-08,2024-10-08,2024-10-09,South,WH-B,Office,85.81,2,Delivered,,Carrier C
ORD-028d5c81,2024-11-11,2024-11-12,2024-11-17,East,WH-B,Electronics,72.0,2,Delivered,,Carrier A
ORD-dbfd9566,2024-11-19,2024-11-19,2024-11-23,Central,WH-D,Apparel,89.97,1,Delivered,,Carrier A
ORD-7ddd6ab4,2024-12-09,2024-12-09,2024-12-12,West,WH-A,Home,47.51,3,Delivered,,Carrier D
ORD-aae82acd,2024-01-06,2024-01-06,2024-01-08,North,WH-B,Apparel,68.52,1,Delivered,,Carrier C
ORD-568f5606,2024-03-09,2024-03-09,2024-03-12,West,WH-A,Home,100.76,1,Shipped,,Carrier D
ORD-1c34f052,2024-04-28,2024-04-28,2024-05-06,East,WH-A,Accessories,40.9,1,Delivered,,Carrier D
ORD-096e3b0e,2024-05-25,2024-05-27,2024-06-02,West,WH-C,Apparel,101.96,2,Delivered,,Carrier D
ORD-b7a336ed,2024-02-08,2024-02-09,2024-02-12,West,WH-D,Home,92.99,3,Delivered,,Carrier B
ORD-d27c3088,2024-04-04,2024-04-04,,Central,WH-A,Apparel,46.7,1,Backorder,,Carrier A
ORD-3422fe4a,2024-04-20,2024-04-21,2024-04-25,East,WH-D,Accessories,23.74,1,Delivered,,Carrier B
ORD-82d7bc17,2024-04-27,2024-04-28,2024-04-29,West,WH-D,Accessories,70.0,4,Delivered,,Carrier D
ORD-b68c6ab9,2024-05-07,2024-05-09,2024-05-15,South,WH-D,Home,44.71,3,Delivered,,Carrier A
ORD-33a9087d,2024-05-24,2024-05-24,2024-05-30,North,WH-B,Electronics,86.86,4,Delivered,,Carrier D
ORD-3571d73a,2024-06-03,2024-06-03,2024-06-05,South,WH-B,Apparel,95.64,1,Delivered,,Carrier B
ORD-96dd5b3c,2024-06-15,2024-06-17,2024-06-22,North,WH-D,Apparel,52.27,3,Delivered,,Carrier B
ORD-6451dcff,2024-07-06,2024-07-08,,East,WH-C,Electronics,90.17,4,Backorder,,Carrier A
ORD-d8e515eb,2024-07-17,2024-07-17,2024-07-25,West,WH-C,Home,86.06,1,Delivered,,Carrier D
ORD-f55c6556,2024-11-30,2024-11-30,2024-12-02,North,WH-D,Electronics,10.34,2,Shipped,,Carrier D
ORD-9559ddcc,2024-12-05,2024-12-07,2024-12-12,Central,WH-A,Electronics,133.28,2,Delivered,,Carrier A
ORD-85a2d5b5,2024-01-20,2024-01-20,,Central,WH-C,Office,5.56,2,Backorder,,Carrier C
ORD-3d04618a,2024-02-21,2024-02-25,2024-02-28,West,WH-D,Electronics,103.5,3,Delivered,,Carrier B
ORD-03a4b6c0,2024-10-20,2024-10-22,2024-10-25,South,WH-D,Electronics,136.57,1,Delivered,,Carrier D
ORD-f13b3c56,2024-10-27,2024-10-27,2024-10-31,East,WH-B,Electronics,141.38,4,Cancelled,,Carrier D
ORD-ee210429,2024-11-26,2024-11-26,2024-11-29,East,WH-A,Home,124.89,1,Shipped,,Carrier C
ORD-cf862d99,2024-06-24,2024-06-24,2024-06-26,West,WH-A,Apparel,95.57,1,Delivered,,Carrier B
ORD-a4e850b7,2024-10-22,2024-10-25,2024-10-27,West,WH-C,Home,80.03,1,Delivered,,Carrier D
ORD-83a61008,2024-02-02,2024-02-04,2024-02-05,North,WH-B,Office,99.56,1,Delivered,,Carrier B
ORD-e13a61c4,2024-02-20,2024-02-21,2024-02-25,West,WH-D,Accessories,61.75,3,Shipped,,Carrier C
ORD-eef9c3ce,2024-03-02,2024-03-02,,Central,WH-B,Electronics,34.63,1,Backorder,,Carrier C
ORD-a9a9d384,2024-05-08,2024-05-12,2024-05-19,West,WH-B,Accessories,73.93,1,Delivered,Carrier Delay,Carrier B
ORD-4a4b119c,2024-10-14,2024-10-16,2024-10-19,South,WH-A,Apparel,39.66,1,Delivered,,Carrier A
ORD-a1fb3d3a,2024-12-01,2024-12-01,2024-12-03,East,WH-B,Home,3.44,2,Delivered,,Carrier C
ORD-dd2ae60f,2024-01-22,2024-01-26,,Central,WH-D,Electronics,102.59,3,Backorder,,Carrier A
ORD-f24f7cda,2024-02-11,2024-02-11,2024-02-17,West,WH-D,Apparel,145.43,1,Delivered,,Carrier D
ORD-c294d022,2024-05-09,2024-05-10,2024-05-18,East,WH-C,Apparel,75.41,2,Delivered,,Carrier C
ORD-bd8e9660,2024-05-21,2024-05-22,2024-05-31,North,WH-C,Electronics,102.67,4,Delivered,,Carrier D
ORD-5fe747bf,2024-06-14,2024-06-15,2024-06-22,Central,WH-B,Apparel,138.62,3,Delivered,,Carrier B
ORD-bbdd2f71,2024-07-17,2024-07-18,2024-07-22,East,WH-D,Accessories,60.89,1,Delivered,,Carrier A
ORD-7b420aa0,2024-08-29,2024-09-02,2024-09-09,North,WH-D,Apparel,83.06,1,Cancelled,,Carrier B
ORD-89128de7,2024-09-14,2024-09-15,2024-09-24,North,WH-B,Home,59.53,3,Delivered,,Carrier C
ORD-c7d14112,2024-09-22,2024-09-23,2024-10-02,East,WH-D,Office,72.56,3,Delivered,,Carrier C
ORD-12fa06bf,2024-11-17,2024-11-18,2024-11-26,South,WH-D,Home,16.02,2,Delivered,,Carrier D
ORD-228ea67e,2024-12-08,2024-12-10,2024-12-19,North,WH-C,Accessories,109.24,1,Delivered,Weather,Carrier C
ORD-55bf762c,2024-01-30,2024-02-02,2024-02-05,West,WH-A,Home,101.54,4,Delivered,,Carrier C
ORD-84a3a995,2024-02-09,2024-02-11,2024-02-18,East,WH-C,Home,73.18,1,Delivered,,Carrier B
ORD-3137972f,2024-03-19,2024-03-20,2024-03-28,South,WH-A,Accessories,47.49,1,Delivered,,Carrier D
ORD-89870f50,2024-05-04,2024-05-06,2024-05-08,South,WH-A,Office,31.34,3,Delivered,,Carrier C
ORD-160b0ee2,2024-05-07,2024-05-09,2024-05-16,West,WH-D,Office,35.14,1,Delivered,,Carrier A
ORD-82418a7e,2024-06-01,2024-06-03,2024-06-10,Central,WH-B,Home,92.26,1,Delivered,,Carrier B
ORD-825606ec,2024-06-09,2024-06-09,2024-06-11,West,WH-C,Accessories,80.13,4,Delivered,,Carrier C
ORD-0ab70776,2024-06-13,2024-06-13,,Central,WH-B,Home,49.1,1,Backorder,,Carrier A
ORD-c3a41f80,2024-03-16,2024-03-16,2024-03-24,East,WH-B,Home,115.58,3,Delivered,,Carrier A
ORD-f10ddc80,2024-04-09,2024-04-12,2024-04-18,South,WH-C,Office,83.46,1,Delivered,,Carrier C
ORD-ecbc0ea2,2024-07-17,2024-07-20,2024-07-22,Central,WH-C,Office,63.04,1,Delivered,,Carrier A
ORD-f55dd9fb,2024-08-04,2024-08-05,2024-08-13,Central,WH-A,Office,24.32,4,Delivered,,Carrier B
ORD-ff7d6106,2024-10-12,2024-10-17,2024-10-19,West,WH-C,Office,148.16,1,Delivered,,Carrier A
ORD-4a3a1842,2024-01-06,2024-01-06,2024-01-07,South,WH-B,Apparel,121.15,4,Cancelled,,Carrier C
ORD-28adbf25,2024-03-01,2024-03-04,2024-03-05,Central,WH-D,Apparel,100.07,4,Delivered,,Carrier C
ORD-cf42d4c2,2024-04-08,2024-04-11,2024-04-14,South,WH-A,Office,66.89,2,Cancelled,,Carrier C
ORD-47945027,2024-05-10,2024-05-11,2024-05-12,South,WH-C,Electronics,58.06,3,Delivered,,Carrier A
ORD-90da5e93,2024-06-05,2024-06-06,2024-06-07,South,WH-B,Accessories,118.37,1,Delivered,,Carrier B
ORD-19cd7209,2024-11-11,2024-11-11,2024-11-12,North,WH-B,Accessories,74.48,1,Delivered,,Carrier D
ORD-65177a63,2024-02-26,2024-02-28,2024-03-02,West,WH-D,Office,85.98,1,Delivered,,Carrier D
ORD-3e0d5dd7,2024-09-14,2024-09-15,2024-09-16,Central,WH-B,Home,83.91,1,Delivered,,Carrier A
ORD-5b12a8a2,2024-09-22,2024-09-23,2024-09-25,Central,WH-B,Electronics,147.7,2,Shipped,,Carrier A
ORD-5ddbfd88,2024-12-10,2024-12-10,2024-12-12,South,WH-B,Home,90.58,3,Delivered,,Carrier C
